URL;Aanmaken;Account;Adres;Afhalen;Afleveren;Bestel;Bestellen;Bestellingen;Betalen;Bevestiging;Bezorging;Inloggen;Klanten;Kom langs;Koop;Kopen;Maten;Ontvangen;Openingstijden;Ophalen;Order;Product;Producten;Servers;Shop;Showroom;Thuiswinkel;Versturen;Verzenden;Verzending;Verzendkosten;Vestiging;Vestigingen;Wachtwoord;Web;Winkel;Winkelmand;Winkels;Winkelwagen;Zaterdag;Zoeken;WordCount;PageCount
http://www.sieradenshop.nl;0;2;31;0;0;66;61;2;113;0;1;1;179;0;79;6;3;0;15;0;0;54;6;0;508;0;0;0;0;80;0;15;0;63;204;174;31;0;0;30;0;19274;46
http://www.sliponline.nl;1;11;1;0;0;7;4;1;5;0;0;5;1;0;1;2;6;0;0;0;0;4;2;0;0;0;0;0;0;0;1;0;0;3;2;3;0;0;1;0;0;820;132
http://www.sneakershop.nl;112;787;673;0;0;341;112;0;112;0;0;112;112;0;0;0;0;0;224;224;113;336;221;0;931;0;0;0;0;0;0;0;0;112;117;448;0;0;448;0;333;105518;114
http://www.sneltoner.nl;0;103;25;0;7;211;115;14;94;2;3;3;281;0;65;7;0;11;1;0;6;87;33;0;7;0;29;0;3;3;1;4;0;36;34;100;67;0;0;0;1;27303;149
http://www.spartoo.nl;1593;6568;3260;1;11;3595;42;28;21;4;8;0;1760;0;2013;80;125158;28;0;3;54;67386;6534;0;8598;4;26;2;0;6;19;8;0;3201;3669;3720;1735;286;1;2;48;10087974;1677
http://www.stropdas-mode.nl;0;0;2;0;0;0;0;0;0;0;0;0;0;0;17;73;2;0;1;0;0;6;2;0;109;0;0;0;0;0;77;0;0;0;115;72;0;0;38;0;1;30459;58
http://www.stropdassenwinkel.nl;0;59;0;0;0;375;238;0;0;0;0;0;59;0;75;0;1;0;0;2;0;0;0;0;761;0;0;3;0;0;59;0;0;0;3;1817;0;118;0;0;166;75653;97
http://www.thuisbezorgd.nl;0;152;176;2;0;1214;1148;0;74;0;10;0;7;0;10;0;0;1;0;0;27;0;0;4;0;0;0;0;1;0;0;0;0;0;272;7;1;0;0;0;2;55222;82
http://www.trendyspeelgoed.nl;2;102;160;14;0;373;54;39;125;3;0;4;504;1;346;8;3;1;4;1;127;1403;112;0;254;0;0;23;33;130;69;3;0;10;790;839;277;8;0;1;10;144067;119
http://www.vakantieveilingen.nl;217;48;187;0;0;12;6;0;92;175;1;221;476;0;61;10;0;5;19;0;237;1078;802;0;493;0;0;0;0;2;1;175;174;3;45;5;0;2;0;12;6;204290;214
http://www.vanallesenmeer.nl;0;233;9;0;0;1355;336;113;115;2;1;1;116;0;23;25;0;2;0;8;487;1685;428;112;452;0;0;0;114;233;455;2;0;7;1013;562;0;1;225;0;6;164139;112
http://www.versio.nl;22;53;41;0;0;131;88;0;121;0;1;5;381;0;43;7;0;1;2;1;2;146;136;39;56;0;0;2;2;0;0;0;0;5;785;64;60;0;3;0;67;48910;60
